date,name,type,distance_km,moving_time,elapsed_time,avg_hr,max_hr,elevation_gain_m,elevation_loss_m,min_elevation_m,max_elevation_m,avg_pace_min_km,calories,training_load,aerobic_training_effect,anaerobic_training_effect,vo2max_estimate
2024-04-07,Copenhagen Running,outdoor,9.01,0:45:45,0:46:56,,,21.6,22.5,2.6,10.4,5:04,855.0,13.254562377929688,1.2999999523162842,0.0,
2024-03-31,Copenhagen Running,outdoor,15.01,1:14:17,1:14:55,,,75.9,79.6,2.6,28.6,4:57,1361.0,30.467117309570312,2.200000047683716,0.0,
2024-03-26,Copenhagen Running,outdoor,8.85,0:41:44,0:43:47,,,36.4,23.0,-5.2,12.0,4:42,837.0,14.7734375,1.399999976158142,0.0,
2024-03-07,Frederiksberg Running,outdoor,5.09,0:26:59,0:27:06,,,11.5,10.5,9.6,16.0,5:18,490.0,13.777984619140625,1.2999999523162842,0.0,
2024-03-03,Egedal Trail Running,outdoor,13.36,1:04:11,1:06:08,87.0,103.0,115.3,94.1,12.4,49.8,4:48,1370.0,23.873626708984375,2.0999999046325684,0.0,
2024-02-22,Copenhagen Running,outdoor,7.02,0:29:25,0:30:01,129.0,163.0,18.0,5.6,3.4,15.8,4:11,613.0,18.641036987304688,1.7999999523162842,0.0,
2024-02-11,Copenhagen Trail Running,outdoor,16.29,1:44:42,1:47:20,,,146.6,141.7,10.6,30.8,6:25,1519.0,61.95735168457031,3.0,0.0,
2024-02-02,Treadmill Running,treadmill,7.0,0:33:21,0:33:22,,,,,,,4:45,678.0,0.0,0.0,0.0,
2024-01-30,Copenhagen Running,outdoor,5.03,0:22:33,0:22:33,,,10.8,6.8,10.4,15.6,4:29,465.0,8.554367065429688,0.800000011920929,0.0,
2024-01-23,Copenhagen Running,outdoor,5.05,0:24:56,0:25:11,153.0,179.0,60.7,17.1,-21.2,12.4,4:56,426.0,103.56353759765625,3.5,0.0,
2024-01-19,Sharm El Sheikh Trail Running,outdoor,4.0,0:25:13,0:25:18,,,18.9,10.4,0.2,11.6,6:18,381.0,15.66790771484375,1.5,0.0,
2024-01-16,Sharm El Sheikh Trail Running,outdoor,3.13,0:20:01,0:20:18,,,15.6,15.6,8.0,15.4,6:23,300.0,13.005279541015625,1.2999999523162842,0.0,
2024-01-10,Frederiksberg Running,outdoor,5.08,0:29:38,0:29:38,151.0,171.0,83.6,55.8,-17.0,29.2,5:50,468.0,86.14677429199219,3.299999952316284,0.0,
2024-01-07,Copenhagen Running,outdoor,5.0,0:28:16,0:28:17,144.0,153.0,22.2,22.8,5.8,15.8,5:39,421.0,61.53785705566406,3.0,0.0,
2024-01-04,Frederiksberg Running,outdoor,5.73,0:31:02,0:31:21,139.0,157.0,41.6,19.9,-19.6,7.6,5:25,516.0,45.05006408691406,2.5999999046325684,0.0,
2024-01-01,Running,outdoor,2.62,0:14:40,0:14:47,147.0,159.0,21.7,4.8,-2.2,14.8,5:36,232.0,46.09165954589844,2.5999999046325684,0.0,
2023-12-03,København Løb,outdoor,5.01,0:26:52,0:27:06,,,16.4,7.2,5.4,21.0,5:21,492.0,12.984283447265625,1.2999999523162842,0.0,
2023-11-01,Aalborg Løb,outdoor,6.69,0:48:56,0:52:21,,,16.6,12.6,-0.8,10.2,7:18,576.0,16.603759765625,1.600000023841858,0.0,
2023-10-31,Løbebånd,treadmill,4.06,0:36:12,0:37:01,,,,,,,8:54,251.0,0.0,0.0,0.0,
2023-10-11,Aalborg Løb,outdoor,5.64,0:30:25,0:30:25,,,28.2,25.5,-2.6,4.4,5:23,539.0,14.501373291015625,1.399999976158142,0.0,
2023-10-03,København Løb,outdoor,5.05,0:24:18,0:24:51,,,38.3,30.1,3.2,31.4,4:48,472.0,15.625396728515625,1.5,0.0,
2023-09-30,København Løb,outdoor,10.1,0:57:59,0:58:34,145.0,171.0,56.6,61.1,5.2,21.2,5:44,941.0,33.36643981933594,2.299999952316284,0.0,
2023-09-28,Aalborg Løb,outdoor,6.72,0:39:38,0:41:41,,,13.8,10.4,-1.0,5.0,5:53,633.0,20.024505615234375,2.0,0.0,
2023-09-26,Aalborg Løb,outdoor,5.6,0:34:58,0:41:49,,,16.6,12.4,-1.2,8.6,6:14,487.0,12.350570678710938,1.2000000476837158,0.0,
2023-09-23,Løb,outdoor,10.42,0:50:03,0:50:34,,,32.3,27.7,-27.8,-10.6,4:48,1008.0,1.49774169921875,0.10000000149011612,0.0,
2023-09-18,Aalborg Løb,outdoor,7.4,0:36:51,0:37:59,,,16.6,6.8,-3.0,7.2,4:58,697.0,16.749298095703125,1.600000023841858,0.0,
2023-09-10,København Løb,outdoor,8.88,0:48:32,0:50:06,,,23.9,15.6,7.4,22.6,5:27,816.0,23.550140380859375,2.0,0.0,
2023-08-30,København Løb,outdoor,4.2,0:21:20,0:21:45,,,8.9,15.6,4.8,15.2,5:04,391.0,10.535919189453125,1.0,0.0,
2023-08-24,Løb,outdoor,3.54,0:20:53,0:21:11,,,20.4,7.2,21.8,38.6,5:54,340.0,0.09393310546875,0.0,0.0,
2023-08-22,København Løb,outdoor,5.32,0:31:04,0:31:15,,,13.7,17.5,9.4,17.0,5:50,497.0,20.143798828125,2.0,0.0,
2023-08-19,Skanderborg Løb terræn,outdoor,20.05,3:01:21,3:27:56,164.0,191.0,1153.2,1150.8,29.4,158.8,9:02,2982.0,386.08331298828125,5.0,2.0999999046325684,
2023-08-17,Løbebånd,treadmill,2.54,0:11:53,0:12:00,147.0,157.0,,,,,4:41,192.0,41.65391540527344,2.5,0.0,
2023-08-14,København Løb,outdoor,4.0,0:29:24,0:30:26,129.0,140.0,9.2,10.5,13.4,22.8,7:20,338.0,22.454330444335938,2.0,0.0,
2023-08-09,København Løb,outdoor,5.08,0:24:28,0:28:48,142.0,161.0,15.3,21.9,5.0,15.8,4:49,443.0,86.44174194335938,3.299999952316284,0.0,
2023-08-01,København Løb,outdoor,5.11,0:26:41,0:27:14,151.0,165.0,15.1,16.6,6.8,12.4,5:13,436.0,79.65092468261719,3.200000047683716,0.0,
2023-07-30,København Løb,outdoor,10.65,0:53:04,0:53:18,152.0,166.0,68.1,71.9,9.2,32.8,4:59,877.0,149.03970336914062,4.099999904632568,0.0,53.0
2023-07-24,Løbebånd,treadmill,2.11,0:12:00,0:12:00,157.0,174.0,,,,,5:42,200.0,53.35621643066406,2.799999952316284,0.0,
2023-07-16,Vordingborg Løb terræn,outdoor,6.03,0:34:31,0:34:52,146.0,159.0,63.8,58.0,14.0,35.8,5:43,518.0,69.22395324707031,3.0999999046325684,0.0,53.0
2023-07-13,Løbebånd,treadmill,1.63,0:14:58,0:15:01,65.0,86.0,,,,,9:10,32.0,0.320159912109375,0.0,0.0,
2023-07-12,Løbebånd,treadmill,2.45,0:12:01,0:12:02,134.0,156.0,,,,,4:54,166.0,29.099624633789062,2.200000047683716,0.0,
2023-07-07,Løbebånd,treadmill,4.35,0:25:03,0:25:22,,,,,,,5:45,408.0,0.0,0.0,0.0,
2023-06-20,Løb terræn,outdoor,7.16,0:42:58,0:49:05,,,194.2,128.9,1456.0,1645.6,6:00,643.0,22.0587158203125,2.0,0.0,
2023-06-03,København Løb,outdoor,4.5,0:22:22,0:22:31,,,17.9,12.1,7.6,18.4,4:58,453.0,14.279388427734375,1.399999976158142,0.0,
2023-05-28,København Løb,outdoor,3.64,0:17:36,0:17:45,,,8.7,3.7,26.8,34.4,4:50,336.0,8.695846557617188,0.800000011920929,0.0,
2023-05-22,Løb,outdoor,5.01,0:26:15,0:27:23,,,18.0,9.1,31.0,40.8,5:14,478.0,5.4451751708984375,0.5,0.0,
2023-04-19,København Løb,outdoor,3.61,0:17:51,0:17:51,,,12.4,9.6,12.8,22.8,4:56,337.0,10.058502197265625,1.0,0.0,
2023-04-17,Løbebånd,treadmill,0.76,0:04:37,0:12:00,112.0,133.0,,,,,6:02,68.0,5.738372802734375,0.5,0.0,
2023-04-10,Gribskov Løb terræn,outdoor,19.53,2:02:58,2:17:41,72.0,73.0,354.3,348.2,-184.8,-121.8,6:17,1799.0,30.954299926757812,2.200000047683716,0.0,
2023-03-24,Frederiksberg Løb,outdoor,8.29,0:50:10,0:51:11,160.0,179.0,126.3,145.2,-5.8,35.4,6:02,768.0,100.45960998535156,3.5,0.0,
2023-03-21,Løbebånd,treadmill,2.39,0:12:05,0:12:06,175.0,184.0,,,,,5:03,230.0,78.11341857910156,3.200000047683716,0.0,
2023-02-18,København Løb terræn,outdoor,10.76,1:04:09,1:05:38,151.0,179.0,68.9,61.3,15.2,36.0,5:57,974.0,113.85372924804688,3.700000047683716,0.0,53.0
2023-02-06,København Løb,outdoor,6.13,0:29:08,0:29:08,118.0,169.0,25.1,15.3,14.2,29.0,4:45,548.0,60.73591613769531,3.0,0.0,
2023-01-16,Rudersdal Løb terræn,outdoor,12.54,1:19:23,1:57:25,151.0,191.0,198.8,173.1,1.8,42.6,6:19,1528.0,209.8661346435547,4.400000095367432,2.5,53.0
2023-01-15,Frederiksberg Løb,outdoor,5.18,0:31:01,0:31:08,144.0,162.0,79.5,64.6,342.6,378.4,5:59,461.0,68.54536437988281,3.0999999046325684,0.0,53.0
2023-01-13,Løbebånd,treadmill,3.17,0:19:44,0:20:00,152.0,186.0,,,,,6:13,308.0,83.07145690917969,3.0999999046325684,1.399999976158142,
2023-01-07,Estepona Løb,outdoor,4.03,0:25:44,0:25:45,151.0,165.0,46.6,44.4,6.6,25.0,6:22,375.0,51.90997314453125,2.799999952316284,0.0,53.0
2023-01-04,Løbebånd,treadmill,4.24,0:23:04,0:23:11,145.0,180.0,,,,,5:26,343.0,78.52313232421875,3.200000047683716,0.20000000298023224,
2023-01-02,Frederiksberg Løb,outdoor,4.62,0:23:28,0:23:44,169.0,183.0,19.5,13.1,9.0,26.6,5:04,408.0,100.23362731933594,3.5,0.0,53.0
2022-12-30,Furesø Løb terræn,outdoor,11.09,1:10:31,1:10:40,170.0,184.0,85.5,84.4,17.4,35.0,6:21,1128.0,170.01724243164062,4.400000095367432,0.0,53.0
2022-12-08,Løbebånd,treadmill,3.52,0:18:00,0:18:00,155.0,182.0,,,,,5:06,300.0,74.34234619140625,3.0999999046325684,0.20000000298023224,
2022-11-30,København Løb,outdoor,6.0,0:33:22,0:33:22,155.0,170.0,28.0,20.4,14.8,28.4,5:33,525.0,82.77777099609375,3.299999952316284,0.0,
2022-11-06,København Løb,outdoor,6.91,0:34:28,0:34:36,167.0,189.0,73.4,68.4,14.4,43.4,4:59,613.0,164.62051391601562,4.099999904632568,1.399999976158142,54.0
2022-11-04,København Løb,outdoor,3.09,0:16:27,0:16:54,145.0,158.0,9.4,4.9,14.2,21.4,5:19,265.0,51.349334716796875,2.700000047683716,0.0,
2022-10-09,Furesø Løb terræn,outdoor,22.02,2:25:58,2:30:27,164.0,191.0,264.9,264.6,19.6,44.8,6:37,2193.0,254.49240112304688,5.0,0.0,
2022-09-27,Løbebånd,treadmill,2.68,0:14:36,0:15:00,186.0,202.0,,,,,5:26,317.0,179.80226135253906,4.199999809265137,2.0,
2022-09-24,Furesø Løb terræn,outdoor,12.02,1:17:29,1:20:22,164.0,185.0,176.3,183.2,15.8,44.2,6:26,1263.0,177.5392303466797,4.400000095367432,0.30000001192092896,53.0
2022-09-13,Løbebånd,treadmill,3.09,0:18:19,0:18:51,174.0,199.0,,,,,5:55,341.0,137.866943359375,3.5999999046325684,2.0,
2022-09-03,København Løb,outdoor,6.38,,0:36:14,161.0,176.0,69.2,61.4,3.6,35.2,,573.0,92.6326904296875,3.299999952316284,0.0,54.0
2022-08-20,Skanderborg Løb terræn,outdoor,22.53,3:14:52,3:37:06,172.0,204.0,1320.2,1316.6,32.0,166.0,8:39,3481.0,576.6121215820312,5.0,3.200000047683716,
2022-08-14,Furesø Løb terræn,outdoor,10.32,1:08:24,1:08:29,136.0,151.0,85.6,87.5,20.0,36.0,6:37,855.0,64.35899353027344,3.0,0.0,54.0
2022-08-08,Løbebånd,treadmill,2.09,0:14:53,0:20:28,165.0,184.0,,,,,7:06,353.0,100.0042724609375,3.299999952316284,0.699999988079071,
2022-08-03,Furesø Løb terræn,outdoor,3.24,0:23:03,0:24:11,156.0,172.0,62.1,59.7,23.8,36.6,7:06,368.0,69.24189758300781,3.0,0.10000000149011612,
2022-08-03,København Løb,outdoor,4.36,0:29:53,0:35:21,143.0,158.0,17.0,20.2,10.0,18.4,6:51,456.0,41.332855224609375,2.4000000953674316,0.0,
2022-08-01,København Løb,outdoor,6.18,0:35:37,0:35:39,172.0,194.0,81.9,76.3,8.8,31.8,5:45,628.0,193.79278564453125,4.199999809265137,2.4000000953674316,54.0
2022-07-28,København Løb,outdoor,5.17,0:37:03,0:37:51,124.0,140.0,17.7,15.2,7.8,14.8,7:09,419.0,27.190811157226562,2.0999999046325684,0.10000000149011612,
2022-07-25,København Løb,outdoor,3.53,0:17:50,0:17:50,147.0,164.0,13.7,8.0,14.4,21.6,5:03,293.0,61.71160888671875,3.0,0.0,
2022-07-23,Vordingborg Løb terræn,outdoor,5.25,0:33:14,0:33:30,146.0,171.0,45.2,43.2,19.8,29.4,6:19,456.0,54.24427795410156,2.799999952316284,0.0,54.0
2022-07-20,København Løb,outdoor,5.32,0:38:28,0:39:13,136.0,158.0,29.2,29.2,9.8,17.0,7:14,462.0,33.886016845703125,2.299999952316284,0.10000000149011612,
2022-07-12,Furesø Løb terræn,outdoor,10.28,1:08:12,1:08:37,164.0,188.0,194.5,182.9,23.2,47.6,6:37,1073.0,172.1981201171875,4.300000190734863,0.800000011920929,54.0
2022-07-09,Assens Løb,outdoor,5.26,0:26:32,0:26:40,168.0,187.0,30.9,63.2,1.0,12.2,5:02,455.0,125.10874938964844,3.799999952316284,0.0,53.0
2022-07-04,Løb,outdoor,6.01,0:35:49,0:35:59,173.0,187.0,105.8,109.8,1358.4,1462.0,5:57,623.0,132.7551727294922,3.9000000953674316,0.0,52.0
2022-06-06,København Løb,outdoor,5.44,0:34:58,0:36:31,140.0,162.0,85.2,84.0,10.6,34.4,6:25,495.0,47.11036682128906,2.5999999046325684,0.0,55.0
2022-06-04,Furesø Løb terræn,outdoor,9.22,0:59:31,0:59:59,165.0,189.0,198.9,191.2,23.6,47.0,6:27,997.0,195.14187622070312,4.599999904632568,0.8999999761581421,55.0
2022-05-23,Furesø Løb terræn,outdoor,8.24,1:00:26,1:04:03,156.0,180.0,185.4,180.5,22.8,43.2,7:20,940.0,119.35447692871094,3.5999999046325684,0.699999988079071,
2022-05-21,Odsherred Løb,outdoor,5.0,0:27:54,0:27:55,145.0,162.0,46.2,50.6,0.8,37.2,5:34,433.0,63.83613586425781,3.0,0.0,55.0
2022-05-12,Løbebånd,treadmill,1.38,0:15:10,0:15:22,132.0,139.0,,,,,10:58,208.0,20.25189208984375,2.0,0.0,
2022-04-25,Furesø Løb terræn,outdoor,10.96,1:09:05,1:09:20,161.0,182.0,76.5,75.3,20.2,35.4,6:18,1111.0,145.03610229492188,4.099999904632568,0.0,
2022-04-07,Løbebånd,treadmill,4.89,0:23:19,0:23:20,180.0,195.0,,,,,4:46,485.0,228.24264526367188,4.5,2.0,
2022-04-04,København Løb,outdoor,3.44,0:17:09,0:20:31,148.0,179.0,15.3,18.9,9.8,17.6,4:59,342.0,65.71928405761719,3.0,0.0,
2022-03-30,København Løb,outdoor,3.35,0:26:43,0:27:38,131.0,156.0,22.6,14.5,8.0,27.0,7:58,307.0,19.75970458984375,1.899999976158142,0.0,
2022-03-25,København Løb,outdoor,5.16,0:29:24,0:31:22,149.0,175.0,16.0,23.8,-4.2,12.2,5:41,496.0,71.5899658203125,3.0,0.10000000149011612,56.0
2022-03-22,København Løb,outdoor,5.34,0:27:40,0:28:37,165.0,182.0,16.5,21.8,2.6,14.0,5:10,492.0,93.88742065429688,3.4000000953674316,0.0,56.0
2022-03-18,Furesø Løb terræn,outdoor,10.08,1:03:11,1:04:00,154.0,181.0,227.1,213.9,17.8,40.0,6:16,969.0,102.41932678222656,3.299999952316284,0.0,56.0
2022-03-14,Løbebånd,treadmill,7.05,0:46:25,0:46:56,179.0,191.0,,,,,6:35,924.0,344.48309326171875,5.0,0.699999988079071,
2022-03-09,Furesø Løb terræn,outdoor,1.77,0:11:22,0:12:04,134.0,146.0,15.4,14.8,28.2,36.0,6:24,156.0,18.963272094726562,1.7000000476837158,0.0,
2022-03-08,Løbebånd,treadmill,3.66,0:19:46,0:20:07,163.0,186.0,,,,,5:24,341.0,114.29713439941406,3.5,1.100000023841858,
2022-03-04,København Løb,outdoor,4.16,0:19:57,0:22:05,156.0,183.0,11.7,14.6,4.0,13.4,4:47,371.0,91.49774169921875,3.299999952316284,0.4000000059604645,56.0
2022-02-28,København Løb,outdoor,12.22,1:09:30,1:10:45,162.0,186.0,144.8,143.3,7.4,34.0,5:41,1099.0,142.78659057617188,3.9000000953674316,0.6000000238418579,56.0
2022-02-20,Furesø Løb terræn,outdoor,12.0,1:13:18,1:14:14,164.0,188.0,122.4,128.0,19.2,46.8,6:06,1144.0,170.1313934326172,4.400000095367432,0.0,56.0
2022-02-18,København Løb,outdoor,5.62,0:27:05,0:27:54,176.0,199.0,43.5,33.4,0.6,17.0,4:49,491.0,140.87103271484375,3.799999952316284,1.2000000476837158,
2022-02-02,København Løb,outdoor,11.84,1:06:35,1:07:41,152.0,181.0,132.2,131.8,7.2,33.8,5:37,1011.0,121.48872375488281,3.700000047683716,0.0,56.0
2022-01-31,København Løb,outdoor,7.01,0:35:26,0:35:36,169.0,184.0,43.4,42.9,8.2,35.0,5:03,598.0,117.21017456054688,3.700000047683716,0.0,
2022-01-20,København Løb,outdoor,12.71,1:17:49,1:19:20,166.0,192.0,73.6,46.2,-25.8,2.4,6:07,1224.0,164.10401916503906,4.300000190734863,0.0,
2022-01-15,Furesø Løb terræn,outdoor,12.88,1:24:48,1:27:10,160.0,181.0,276.5,271.5,19.6,54.4,6:35,1275.0,137.46109008789062,3.9000000953674316,0.10000000149011612,
2021-12-31,København Løb,outdoor,4.05,0:19:31,0:20:25,165.0,185.0,18.8,14.1,10.0,22.4,4:48,355.0,90.04072570800781,3.299999952316284,0.0,
2021-12-25,København Løb,outdoor,5.16,0:26:34,0:26:39,147.0,168.0,25.2,17.7,3.0,18.0,5:09,427.0,82.33570861816406,3.200000047683716,0.0,56.0
2021-12-13,København Løb,outdoor,4.02,0:19:59,0:20:28,144.0,164.0,13.7,12.9,8.6,16.6,4:58,335.0,71.85331726074219,3.0999999046325684,0.0,56.0
2021-12-03,København Løb,outdoor,8.36,0:39:14,0:43:38,171.0,199.0,39.7,31.1,2.8,15.4,4:41,776.0,184.38125610351562,4.199999809265137,2.0999999046325684,
2021-11-26,København Løb,outdoor,10.44,1:01:00,1:01:58,165.0,184.0,93.8,96.3,4.4,28.4,5:50,968.0,136.8463592529297,4.0,0.0,
2021-11-25,Løbebånd,treadmill,2.54,0:12:00,0:12:01,181.0,191.0,,,,,4:43,238.0,120.24699401855469,3.4000000953674316,1.600000023841858,
2021-11-21,København Løb,outdoor,2.56,0:13:26,0:13:31,167.0,187.0,10.5,8.6,7.4,13.0,5:15,220.0,46.55931091308594,2.5999999046325684,0.0,
2021-11-21,København Løb,outdoor,3.31,0:16:52,0:16:54,145.0,163.0,11.3,4.0,8.0,16.0,5:06,280.0,70.46957397460938,3.0,0.0,56.0
2021-11-16,Løbebånd,treadmill,5.69,0:33:27,0:36:42,164.0,200.0,,,,,5:52,551.0,301.6184997558594,4.900000095367432,3.4000000953674316,
2021-11-08,København Løb,outdoor,4.43,0:21:22,0:21:45,153.0,183.0,9.8,7.1,8.8,15.2,4:49,361.0,78.97091674804688,3.200000047683716,0.0,
2021-10-19,København Løb,outdoor,4.37,0:22:01,0:22:01,150.0,173.0,15.5,7.4,-0.6,8.6,5:02,367.0,79.19793701171875,3.200000047683716,0.0,
2021-10-12,København Løb,outdoor,9.39,0:51:52,0:52:06,164.0,181.0,86.4,89.1,3.8,30.2,5:31,828.0,126.17924499511719,3.799999952316284,0.0,
2021-10-06,København Løb,outdoor,6.55,0:31:07,0:31:09,158.0,184.0,41.7,42.3,6.8,31.2,4:45,531.0,119.23307800292969,3.5,0.0,56.0
2021-10-02,Furesø Løb terræn,outdoor,11.55,1:05:16,1:07:03,168.0,188.0,110.0,112.4,21.4,46.6,5:39,1123.0,240.4510955810547,4.800000190734863,1.7999999523162842,56.0
2021-09-19,København Løb,outdoor,2.54,0:12:49,0:13:00,147.0,167.0,10.0,9.6,8.8,15.0,5:02,208.0,43.205780029296875,2.5,0.0,
2021-09-12,Vordingborg Løb terræn,outdoor,20.75,,2:24:20,177.0,194.0,749.9,760.3,-2.0,143.2,,2613.0,597.1294555664062,5.0,3.0999999046325684,56.0
2021-09-01,København Løb,outdoor,10.05,0:46:51,0:46:52,153.0,192.0,16.9,14.8,6.8,14.0,4:39,733.0,168.52674865722656,3.5,2.5999999046325684,56.0
2021-08-14,Kalundborg Løb terræn,outdoor,31.3,3:39:53,3:51:13,167.0,191.0,898.2,889.0,-7.6,59.8,7:01,3757.0,655.1144409179688,5.0,3.5999999046325684,56.0
2021-08-12,København LÃ¸b,outdoor,4.06,0:19:38,0:20:38,149.0,172.0,5.8,11.3,3.0,10.2,4:49,320.0,76.5018310546875,2.9000000953674316,0.800000011920929,56.0
2021-07-31,København Løb,outdoor,9.75,0:57:03,0:58:55,158.0,191.0,82.7,85.8,7.6,33.2,5:50,968.0,228.52569580078125,4.599999904632568,2.0999999046325684,55.0
2021-07-22,København Løb,outdoor,8.1,0:47:50,0:49:22,155.0,182.0,7.1,10.4,4.4,9.4,5:54,772.0,152.68710327148438,3.9000000953674316,0.800000011920929,56.0
2021-07-21,Løbebånd,treadmill,2.03,0:22:33,0:25:27,159.0,170.0,,,,,11:07,424.0,98.33656311035156,3.4000000953674316,0.0,
2021-07-19,Løbebånd,treadmill,2.26,0:26:39,0:28:08,145.0,159.0,,,,,11:46,396.0,72.02018737792969,3.0,0.0,
2021-07-14,Furesø Løb terræn,outdoor,11.74,1:18:30,1:18:41,173.0,190.0,135.2,134.8,22.4,47.6,6:41,1412.0,417.93212890625,5.0,1.5,
2021-07-11,København Løb,outdoor,5.34,0:25:19,0:25:24,173.0,184.0,19.4,19.3,6.8,14.4,4:44,452.0,161.3229522705078,4.0,0.4000000059604645,55.0
2021-06-25,Løb,outdoor,6.29,0:36:11,0:38:10,161.0,176.0,761.4,3.5,1361.0,2151.8,5:45,647.0,157.7561798095703,3.799999952316284,0.699999988079071,53.0
2021-06-20,København Løb,outdoor,5.26,0:26:08,0:26:08,165.0,185.0,15.2,14.9,7.6,13.2,4:58,459.0,142.25489807128906,3.5,1.600000023841858,56.0
2021-06-17,Gladsaxe Løb terræn,outdoor,11.74,1:16:19,1:18:59,149.0,172.0,61.5,61.5,18.0,37.8,6:30,1131.0,122.22660827636719,3.5,0.10000000149011612,56.0
2021-06-14,København Løb,outdoor,9.43,1:00:00,1:00:29,165.0,188.0,133.6,132.6,8.8,33.8,6:21,1049.0,265.5308837890625,4.599999904632568,2.299999952316284,56.0
2021-06-09,København Løb,outdoor,7.01,0:35:41,0:36:25,173.0,196.0,42.7,41.2,11.4,36.0,5:05,689.0,333.6582336425781,4.900000095367432,3.299999952316284,56.0
2021-06-04,Løbebånd,treadmill,3.63,0:32:05,0:34:50,151.0,166.0,,,,,8:50,518.0,108.46052551269531,3.299999952316284,0.0,
2021-06-02,København Løb,outdoor,6.94,0:38:17,0:38:36,164.0,184.0,65.6,65.8,8.4,32.0,5:31,676.0,183.45700073242188,4.0,1.2999999523162842,56.0
2021-05-31,Løbebånd,treadmill,4.09,0:41:18,0:47:36,146.0,161.0,,,,,10:05,663.0,98.97306823730469,3.200000047683716,0.10000000149011612,
2021-05-30,København Løb,outdoor,6.99,0:39:10,0:39:13,156.0,169.0,19.3,19.2,7.8,13.4,5:36,649.0,125.25550842285156,3.5,0.0,56.0
2021-05-19,København Løb,outdoor,6.59,0:32:28,0:32:53,167.0,190.0,37.6,37.3,8.4,32.2,4:55,590.0,205.02076721191406,4.300000190734863,2.200000047683716,56.0
2021-05-17,København Løb,outdoor,0.26,0:01:11,0:01:14,141.0,158.0,1.4,,-3.6,-1.6,4:28,17.0,4.4739990234375,0.30000001192092896,0.0,
2021-05-12,Furesø Løb terræn,outdoor,11.59,1:10:49,1:12:05,148.0,175.0,94.5,89.4,6.4,31.6,6:06,1038.0,126.20761108398438,3.5,0.0,56.0
2021-05-09,København Løb,outdoor,10.49,1:03:08,1:05:54,165.0,190.0,101.7,110.5,-7.0,9.6,6:01,1142.0,329.573974609375,5.0,2.299999952316284,56.0
2021-05-07,København Løb,outdoor,10.06,0:47:55,0:48:27,165.0,191.0,17.2,19.1,-7.8,0.4,4:45,843.0,253.1781768798828,4.400000095367432,2.200000047683716,56.0
2021-04-25,København Løb,outdoor,3.7,0:16:07,0:17:31,152.0,179.0,9.3,13.9,4.8,12.6,4:21,276.0,75.78501892089844,2.5999999046325684,0.800000011920929,55.0
2021-04-22,København Løb,outdoor,4.1,0:25:23,0:26:28,144.0,161.0,22.6,20.3,2.4,9.2,6:11,370.0,55.86079406738281,2.4000000953674316,0.0,55.0
2021-04-21,København Løb,outdoor,4.67,0:22:44,0:22:50,163.0,180.0,75.7,74.3,7.6,34.8,4:52,390.0,108.92291259765625,3.0999999046325684,0.4000000059604645,55.0
2021-04-18,Furesø Løb terræn,outdoor,21.23,2:14:21,2:19:39,161.0,182.0,226.7,221.6,23.4,61.6,6:19,2164.0,279.1873779296875,4.900000095367432,2.0999999046325684,55.0
2021-04-18,Furesø Løb terræn,outdoor,21.23,2:14:21,2:19:39,160.0,182.0,226.7,221.6,23.4,61.6,6:19,2128.0,279.1873779296875,4.599999904632568,1.2999999523162842,55.0
2021-04-12,København Løb,outdoor,6.08,0:29:48,0:29:49,156.0,176.0,25.0,26.0,5.8,12.8,4:54,481.0,109.55836486816406,3.5,0.0,55.0
2021-04-10,Rudersdal Løb terræn,outdoor,15.59,1:41:52,1:44:49,166.0,190.0,200.2,198.5,13.6,36.4,6:32,1724.0,348.5137023925781,5.0,2.200000047683716,54.0
2021-04-10,Rudersdal Løb terræn,outdoor,15.59,1:41:52,1:44:49,168.0,190.0,200.2,198.5,13.6,36.4,6:32,1720.0,348.5137023925781,5.0,2.5,54.0
2021-04-07,København Løb,outdoor,2.39,0:11:02,0:11:27,155.0,181.0,9.0,,103.0,113.2,4:37,183.0,64.93269348144531,2.700000047683716,1.399999976158142,
